id,municipio,apodo,id_municipio_sepomex,id_estado
2255,Cotaxtla,Cotaxtla,49,30
2256,Zongolica,Zongolica,201,30
2257,Tehuipango,Tehuipango,159,30
2258,Mixtla de Altamirano,Mixtla de Altamirano,110,30
2259,Los Reyes,Los Reyes,137,30
2260,Texhuacán,Texhuacán,171,30
2261,Tezonapa,Tezonapa,173,30
2262,Tierra Blanca,Tierra Blanca,174,30
2263,Tlalixcoyan,Tlalixcoyan,181,30
2264,Ignacio de la Llave,Ignacio de la Llave,75,30
2265,Alvarado,Alvarado,11,30
2266,Lerdo de Tejada,Lerdo de Tejada,97,30
2267,Tres Valles,Tres Valles,207,30
2268,Carlos A. Carrillo,Carlos A. Carrillo,208,30
2269,Cosamaloapan de Carpio,Cosamaloapan de Carpio,45,30
2270,Ixmatlahuacan,Ixmatlahuacan,84,30
2271,Acula,Acula,5,30
2272,Amatitlán,Amatitlán,12,30
2273,Tlacotalpan,Tlacotalpan,178,30
2274,Saltabarranca,Saltabarranca,139,30
2275,Otatitlán,Otatitlán,119,30
2276,Tlacojalpan,Tlacojalpan,176,30
2277,Tuxtilla,Tuxtilla,190,30
2278,Chacaltianguis,Chacaltianguis,54,30
2279,José Azueta,José Azueta,169,30
2280,Playa Vicente,Playa Vicente,130,30
2281,Santiago Sochiapan,Santiago Sochiapan,212,30
2282,Isla,Isla,77,30
2283,Juan Rodríguez Clara,Juan Rodríguez Clara,94,30
2284,San Andrés Tuxtla,San Andrés Tuxtla,141,30
2285,Santiago Tuxtla,Santiago Tuxtla,143,30
2286,Angel R. Cabada,Angel R. Cabada,15,30
2287,Hueyapan de Ocampo,Hueyapan de Ocampo,73,30
2288,Catemaco,Catemaco,32,30
2289,Soteapan,Soteapan,149,30
2290,Mecayapan,Mecayapan,104,30
2291,Tatahuicapan de Juárez,Tatahuicapan de Juárez,209,30
2292,Pajapan,Pajapan,122,30
2293,Chinameca,Chinameca,59,30
2294,Acayucan,Acayucan,3,30
2295,San Juan Evangelista,San Juan Evangelista,142,30
2296,Sayula de Alemán,Sayula de Alemán,144,30
2297,Oluta,Oluta,116,30
2298,Soconusco,Soconusco,145,30
2299,Texistepec,Texistepec,172,30
2300,Jáltipan,Jáltipan,89,30
2301,Zaragoza,Zaragoza,199,30
2302,Oteapan,Oteapan,120,30
2303,Cosoleacaque,Cosoleacaque,48,30
2304,Nanchital de Lázaro Cárdenas del Río,Nanchital de Lázaro Cárdenas del Río,206,30
2305,Ixhuatlán del Sureste,Ixhuatlán del Sureste,82,30
2306,Moloacán,Moloacán,111,30
2307,Coatzacoalcos,Coatzacoalcos,39,30
2308,Agua Dulce,Agua Dulce,204,30
2309,Minatitlán,Minatitlán,108,30
2310,Hidalgotitlán,Hidalgotitlán,70,30
2311,Jesús Carranza,Jesús Carranza,91,30
2312,Las Choapas,Las Choapas,61,30
2313,Uxpanapa,Uxpanapa,210,30
2314,Mérida,Mérida,50,31
2315,Progreso,Progreso,59,31
2316,Chicxulub Pueblo,Chicxulub Pueblo,20,31
2317,Ixil,Ixil,39,31
2318,Conkal,Conkal,13,31
2319,Yaxkukul,Yaxkukul,105,31
2320,Hunucmá,Hunucmá,38,31
2321,Ucú,Ucú,100,31
2322,Kinchil,Kinchil,44,31
2323,Tetiz,Tetiz,87,31
2324,Celestún,Celestún,11,31
2325,Kanasín,Kanasín,41,31
2326,Timucuy,Timucuy,90,31
2327,Acanceh,Acanceh,2,31
2328,Tixpéhual,Tixpéhual,95,31
2329,Umán,Umán,101,31
2330,Telchac Pueblo,Telchac Pueblo,82,31
2331,Dzemul,Dzemul,26,31
2332,Telchac Puerto,Telchac Puerto,83,31
2333,Cansahcab,Cansahcab,9,31
2334,Sinanché,Sinanché,68,31
2335,Yobaín,Yobaín,106,31
2336,Motul,Motul,52,31
2337,Baca,Baca,4,31
2338,Mocochá,Mocochá,51,31
2339,Muxupip,Muxupip,54,31
2340,Cacalchén,Cacalchén,7,31
2341,Bokobá,Bokobá,5,31
2342,Tixkokob,Tixkokob,93,31
2343,Hoctún,Hoctún,35,31
2344,Tahmek,Tahmek,74,31
2345,Dzidzantún,Dzidzantún,27,31
2346,Temax,Temax,84,31
2347,Tekantó,Tekantó,78,31
2348,Teya,Teya,88,31
2349,Suma,Suma,72,31
2350,Tepakán,Tepakán,86,31
2351,Tekal de Venegas,Tekal de Venegas,77,31
2352,Izamal,Izamal,40,31
2353,Hocabá,Hocabá,34,31
2354,Xocchel,Xocchel,103,31
2355,Seyé,Seyé,67,31
2356,Cuzamá,Cuzamá,15,31
2357,Homún,Homún,36,31
2358,Sanahcat,Sanahcat,64,31
2359,Huhí,Huhí,37,31
2360,Dzilam González,Dzilam González,29,31
2361,Dzilam de Bravo,Dzilam de Bravo,28,31
2362,Panabá,Panabá,57,31
2363,San Felipe,San Felipe,65,31
2364,Buctzotz,Buctzotz,6,31
2365,Sucilá,Sucilá,70,31
2366,Cenotillo,Cenotillo,12,31
2367,Dzoncauich,Dzoncauich,31,31
2368,Tunkás,Tunkás,97,31
2369,Quintana Roo,Quintana Roo,60,31
2370,Dzitás,Dzitás,30,31
2371,Kantunil,Kantunil,42,31
2372,Sudzal,Sudzal,71,31
2373,Tekit,Tekit,80,31
2374,Sotuta,Sotuta,69,31
2375,Tizimín,Tizimín,96,31
2376,Río Lagartos,Río Lagartos,61,31
2377,Espita,Espita,32,31
2378,Temozón,Temozón,85,31
2379,Calotmul,Calotmul,8,31
2380,Tinum,Tinum,91,31
2381,Chankom,Chankom,17,31
2382,Chichimilá,Chichimilá,21,31
2383,Tixcacalcupul,Tixcacalcupul,92,31
2384,Kaua,Kaua,43,31
2385,Cuncunul,Cuncunul,14,31
2386,Tekom,Tekom,81,31
2387,Chemax,Chemax,19,31
2388,Valladolid,Valladolid,102,31
2389,Uayma,Uayma,99,31
2390,Maxcanú,Maxcanú,48,31
2391,Samahil,Samahil,63,31
2392,Opichén,Opichén,55,31
2393,Chocholá,Chocholá,23,31
2394,Kopomá,Kopomá,45,31
2395,Tecoh,Tecoh,76,31
2396,Abalá,Abalá,1,31
2397,Halachó,Halachó,33,31
2398,Muna,Muna,53,31
2399,Sacalum,Sacalum,62,31
2400,Maní,Maní,47,31
2401,Dzan,Dzan,25,31
2402,Chapab,Chapab,18,31
2403,Ticul,Ticul,89,31
2404,Oxkutzcab,Oxkutzcab,56,31
2405,Santa Elena,Santa Elena,66,31
2406,Mama,Mama,46,31
2407,Chumayel,Chumayel,24,31
2408,Mayapán,Mayapán,49,31
2409,Teabo,Teabo,75,31
2410,Cantamayec,Cantamayec,10,31
2411,Yaxcabá,Yaxcabá,104,31
2412,Peto,Peto,58,31
2413,Chikindzonot,Chikindzonot,22,31
2414,Tahdziú,Tahdziú,73,31
2415,Tixméhuac,Tixméhuac,94,31
2416,Chacsinkín,Chacsinkín,16,31
2417,Tzucacab,Tzucacab,98,31
2418,Tekax,Tekax,79,31
2419,Akil,Akil,3,31
2420,Zacatecas,Zacatecas,56,32
2421,Morelos,Morelos,32,32
2422,Vetagrande,Vetagrande,50,32
2423,Concepción del Oro,Concepción del Oro,7,32
2424,Melchor Ocampo,Melchor Ocampo,27,32
2425,Mazapil,Mazapil,26,32
2426,El Salvador,El Salvador,41,32
2427,Juan Aldama,Juan Aldama,22,32
2428,Miguel Auza,Miguel Auza,29,32
2429,General Francisco R. Murguía,General Francisco R. Murguía,14,32
2430,Río Grande,Río Grande,39,32
2431,Villa de Cos,Villa de Cos,51,32
2432,Cañitas de Felipe Pescador,Cañitas de Felipe Pescador,6,32
2433,Calera,Calera,5,32
2434,Pánuco,Pánuco,37,32
2435,General Enrique Estrada,General Enrique Estrada,13,32
2436,Guadalupe,Guadalupe,17,32
2437,Trancoso,Trancoso,57,32
2438,Genaro Codina,Genaro Codina,12,32
2439,Cuauhtémoc,Cuauhtémoc,8,32
2440,Ojocaliente,Ojocaliente,36,32
2441,General Pánfilo Natera,General Pánfilo Natera,16,32
2442,Luis Moya,Luis Moya,25,32
2443,Loreto,Loreto,24,32
2444,Villa González Ortega,Villa González Ortega,53,32
2445,Noria de Ángeles,Noria de Ángeles,35,32
2446,Villa García,Villa García,52,32
2447,Pinos,Pinos,38,32
2448,Villa Hidalgo,Villa Hidalgo,54,32
2449,Fresnillo,Fresnillo,10,32
2450,Sombrerete,Sombrerete,42,32
2451,Sain Alto,Sain Alto,40,32
2452,Valparaíso,Valparaíso,49,32
2453,Chalchihuites,Chalchihuites,9,32
2454,Jiménez del Teul,Jiménez del Teul,21,32
2455,Jerez,Jerez,20,32
2456,Monte Escobedo,Monte Escobedo,31,32
2457,Susticacán,Susticacán,43,32
2458,Villanueva,Villanueva,55,32
2459,Tepetongo,Tepetongo,46,32
2460,El Plateado de Joaquín Amaro,El Plateado de Joaquín Amaro,15,32
2461,Jalpa,Jalpa,19,32
2462,Tabasco,Tabasco,44,32
2463,Huanusco,Huanusco,18,32
2464,Tlaltenango de Sánchez Román,Tlaltenango de Sánchez Román,48,32
2465,Momax,Momax,30,32
2466,Atolinga,Atolinga,3,32
2467,Tepechitlán,Tepechitlán,45,32
2468,Benito Juárez,Benito Juárez,4,32
2469,Teúl de González Ortega,Teúl de González Ortega,47,32
2470,Santa María de la Paz,Santa María de la Paz,58,32
2471,Trinidad García de la Cadena,Trinidad García de la Cadena,11,32
2472,Mezquital del Oro,Mezquital del Oro,28,32
2473,Nochistlán de Mejía,Nochistlán de Mejía,34,32
2474,Apulco,Apulco,2,32
2475,Apozol,Apozol,1,32
2476,Juchipila,Juchipila,23,32
2477,Moyahua de Estrada,Moyahua de Estrada,33,32
